FID,Volcano_Number,Volcano_Name,Eruption_Number,Activity_Type,ExplosivityIndexMax,ExplosivityIndexModifier,ActivityArea,ActivityUnit,StartEvidenceMethod,StartDateYearModifier,StartDateYear,StartDateYearUncertainty,StartDateDayModifier,StartDateMonth,StartDateDay,StartDateDayUncertainty,EndDateYearModifier,EndDateYear,EndDateYearUncertainty,EndDateDayModifier,EndDateMonth,EndDateDay,EndDateDayUncertainty,GeoLocation
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1b8e,211010,Campi Flegrei,10018,Confirmed Eruption,4,,,Agnano Pomici Principali tephra,Radiocarbon (corrected),,-8480,100,,0,0,,,,,,,,,POINT (40.827 14.139)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1b8f,211010,Campi Flegrei,10021,Confirmed Eruption,4,,"Fondi di Baia, Sartania",,Radiocarbon (uncorrected),,-6650,100,,0,0,,,,,,,,,POINT (40.827 14.139)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1b90,211010,Campi Flegrei,10026,Confirmed Eruption,4,,Cigliano,,Tephrochronology,?,-2500,,,0,0,,,,,,,,,POINT (40.827 14.139)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1b91,211010,Campi Flegrei,10033,Confirmed Eruption,5,,Agnano Monte Spina,,Radiocarbon (uncorrected),,-2150,500,,0,0,,,,,,,,,POINT (40.827 14.139)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1b92,211010,Campi Flegrei,10036,Confirmed Eruption,4,,Averno,,Tephrochronology,,-2000,150,,0,0,,,,,,,,,POINT (40.827 14.139)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1b93,211010,Campi Flegrei,10037,Confirmed Eruption,4,,Astroni,,Radiocarbon (uncorrected),,-1870,50,,0,0,,,,,,,,,POINT (40.827 14.139)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1b94,211010,Campi Flegrei,10038,Confirmed Eruption,4,,Fossa Lupara (Monte Senga),,Tephrochronology,?,-1650,,,0,0,,,,,,,,,POINT (40.827 14.139)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1b95,211020,Vesuvius,10042,Confirmed Eruption,5,,,Mercato Pumice,Radiocarbon (corrected),,-6940,100,,0,0,,,,,,,,,POINT (40.821 14.426)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1b96,211020,Vesuvius,10043,Confirmed Eruption,5,,,,Radiocarbon (corrected),,-2420,40,,0,0,,,,,,,,,POINT (40.821 14.426)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1b97,211020,Vesuvius,10045,Confirmed Eruption,4,,,AP1 tephra,Radiocarbon (corrected),,-1550,75,,0,0,,,,,,,,,POINT (40.821 14.426)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1b98,211020,Vesuvius,10046,Confirmed Eruption,4,,,AP2 tephra,Radiocarbon (corrected),,-1430,300,,0,0,,,,,,,,,POINT (40.821 14.426)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1b99,211020,Vesuvius,10047,Confirmed Eruption,4,,,AP3 tephra,Radiocarbon (corrected),,-880,50,,0,0,,,,,,,,,POINT (40.821 14.426)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1b9a,211020,Vesuvius,10050,Confirmed Eruption,5,?,,,Historical Observations,,79,,?,10,24,,,79,,,10,28,1,POINT (40.821 14.426)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1b9b,211020,Vesuvius,13310,Confirmed Eruption,4,?,,,Historical Observations,,512,,,7,8,,,,,,,,,POINT (40.821 14.426)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1b9c,211020,Vesuvius,13314,Confirmed Eruption,4,,,,Historical Observations,,685,,,2,0,,,685,,,3,0,,POINT (40.821 14.426)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1b9d,211020,Vesuvius,13318,Confirmed Eruption,4,,,,Historical Observations,,968,,,12,1,30,,,,,,,,POINT (40.821 14.426)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1b9e,211020,Vesuvius,13332,Confirmed Eruption,5,?,"Summit, SW and S flanks",,Historical Observations,,1631,,,12,16,,,1632,,?,1,31,,POINT (40.821 14.426)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1b9f,211020,Vesuvius,13360,Confirmed Eruption,4,?,Summit and upper flanks,,Historical Observations,,1875,,,12,18,,,1906,,,4,22,,POINT (40.821 14.426)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1ba0,211020,Vesuvius,10052,Confirmed Eruption,4,P,,,Historical Observations,,203,,,0,0,,,,,,,,,POINT (40.821 14.426)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1ba1,211020,Vesuvius,13308,Confirmed Eruption,5,,,,Historical Observations,,472,,,11,5,,,472,,?,11,6,,POINT (40.821 14.426)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1ba2,211050,Vulcano,13446,Confirmed Eruption,4,,Vulcanello,,Historical Observations,,-183,,,0,0,,,,,,,,,POINT (38.404 14.962)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1ba3,211060,Etna,13492,Confirmed Eruption,5,?,,,Historical Observations,,-1500,50,,0,0,,,,,,,,,POINT (37.748 14.999)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1ba4,211060,Etna,13506,Confirmed Eruption,5,,"S flank, summit (Cratere del Piano caldera)",,Historical Observations,,-122,,,0,0,,,,,,,,,POINT (37.748 14.999)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1ba5,211060,Etna,13723,Confirmed Eruption,4,,Central Crater,,Historical Observations,,1787,,,6,4,4,,1787,,,8,11,,POINT (37.748 14.999)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1ba6,212040,Santorini,13879,Confirmed Eruption,7,?,,,Radiocarbon (corrected),,-1610,14,,0,0,,,,,,,,,POINT (36.404 25.396)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1ba7,212040,Santorini,13883,Confirmed Eruption,4,?,NE side of Thia Island,,Historical Observations,,726,,,7,15,45,,,,,,,,POINT (36.404 25.396)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1ba8,212040,Santorini,13885,Confirmed Eruption,4,?,Colombo Bank (6.5 km NE of Thera),,Historical Observations,,1650,,,9,27,,,1650,,,12,6,,POINT (36.404 25.396)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1ba9,221101,Nabro,20800,Confirmed Eruption,4,,,,Historical Observations,,2011,,,6,13,,,2012,,?,6,3,,POINT (13.37 41.7)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1baa,222053,Paka,13988,Confirmed Eruption,4,C,,,Ar/Ar,,-7550,2000,,0,0,,,,,,,,,POINT (0.92 36.18)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bab,222060,Menengai,13990,Confirmed Eruption,6,+,,,Radiocarbon (uncorrected),?,-6050,,,0,0,,,,,,,,,POINT (-0.2 36.07)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bac,222164,Ngozi,14025,Confirmed Eruption,5,?,,Kitulo Pumice,Radiocarbon (corrected),?,-8250,,,0,0,,,,,,,,,POINT (-8.989 33.554)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bad,222166,Rungwe,14027,Confirmed Eruption,5,,,Rungwe Pumice,Tephrochronology,?,-2050,,,0,0,,,,,,,,,POINT (-9.135 33.668)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bae,222166,Rungwe,14029,Confirmed Eruption,4,,,Isongole Pumice,Radiocarbon (corrected),,-50,100,,0,0,,,,,,,,,POINT (-9.135 33.668)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1baf,222160,Meru,14031,Confirmed Eruption,4,P,Meru caldera,,Radiocarbon (uncorrected),?,-5850,,,0,0,,,,,,,,,POINT (-3.25 36.75)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bb0,225030,"Marra, Jebel",14139,Confirmed Eruption,4,C,Deriba caldera,,Radiocarbon (corrected),?,-2000,,,0,0,,,,,,,,,POINT (12.95 24.27)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bb1,225050,Meidob Volcanic Field,14140,Confirmed Eruption,4,P,NE crater of vent VF 57,,Thermoluminescence,,-6050,1600,,0,0,,,,,,,,,POINT (15.32 26.47)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bb2,225050,Meidob Volcanic Field,14142,Confirmed Eruption,4,P,Central Meidob volcanic field,,Tephrochronology,,-4150,1450,,0,0,,,,,,,,,POINT (15.32 26.47)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bb3,225050,Meidob Volcanic Field,14143,Confirmed Eruption,4,P,SW crater of vent VF 57,,Tephrochronology,?,-3050,,,0,0,,,,,,,,,POINT (15.32 26.47)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bb4,225050,Meidob Volcanic Field,14144,Confirmed Eruption,4,P,Central Meidob volcanic field,,Tephrochronology,?,-3000,,,0,0,,,,,,,,,POINT (15.32 26.47)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bb5,233020,"Fournaise, Piton de la",14210,Confirmed Eruption,5,?,,Bellecombe Ash Member,Radiocarbon (corrected),?,-2700,,,0,0,,,,,,,,,POINT (-21.244 55.708)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bb6,241021,Mayor Island,14418,Confirmed Eruption,5,,"South end of caldera, Taratimi Bay",,Radiocarbon (corrected),,-5060,200,,0,0,,,,,,,,,POINT (-37.28 176.25)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bb7,241030,Taranaki [Egmont],14432,Confirmed Eruption,5,,,Inglewood Tephra,Radiocarbon (uncorrected),,-1700,100,,0,0,,,,,,,,,POINT (-39.3 174.07)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bb8,241030,Taranaki [Egmont],14458,Confirmed Eruption,4,,,Burrell Lapilli,Dendrochronology,?,1655,,,0,0,,,,,,,,,POINT (-39.3 174.07)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bb9,241050,Okataina,14497,Confirmed Eruption,5,,"Rotoma caldera, Tuahu, Kawerau",,Radiocarbon (corrected),,-7560,18,,0,0,,,,,,,,,POINT (-38.12 176.5)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bba,241050,Okataina,14498,Confirmed Eruption,5,,Haroharo (Te Horoa & other domes),,Radiocarbon (corrected),,-6060,50,,0,0,,,,,,,,,POINT (-38.12 176.5)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bbb,241050,Okataina,14500,Confirmed Eruption,5,,Haroharo (Makatiti and other domes),,Radiocarbon (corrected),,-3580,50,,0,0,,,,,,,,,POINT (-38.12 176.5)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bbc,241050,Okataina,14501,Confirmed Eruption,4,+,Haroharo (Rotokawau to Rotoatua),,Radiocarbon (corrected),?,-1750,,,0,0,,,,,,,,,POINT (-38.12 176.5)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bbd,241050,Okataina,14505,Confirmed Eruption,5,,Tarawera (Kaharoa eruption),,Radiocarbon (corrected),,1310,12,,0,0,,?,1315,,,0,0,,POINT (-38.12 176.5)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bbe,241050,Okataina,14506,Confirmed Eruption,5,,Tarawera (Wahanga-Waimangu fissure),,Historical Observations,,1886,,,6,10,,,1886,,,8,0,,POINT (-38.12 176.5)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bbf,241070,Taupo,14530,Confirmed Eruption,5,,East-central Lake Taupo (Karapiti),Unit B,Radiocarbon (corrected),,-9460,200,,0,0,,,,,,,,,POINT (-38.82 176)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bc0,241070,Taupo,14531,Confirmed Eruption,5,,4 km W of Te Kohaiakahu Point,Unit C (Poronui),Radiocarbon (corrected),,-9240,75,,0,0,,,,,,,,,POINT (-38.82 176)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bc1,241070,Taupo,14532,Confirmed Eruption,4,,Acacia Bay lava dome,Unit D,Tephrochronology,?,-9210,,,0,0,,,,,,,,,POINT (-38.82 176)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bc2,241070,Taupo,14533,Confirmed Eruption,5,,"Central, E-central L. Taupo (Opepe)",Unit E,Radiocarbon (corrected),,-8130,200,,0,0,,,,,,,,,POINT (-38.82 176)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bc3,241070,Taupo,14535,Confirmed Eruption,4,,East-central Lake Taupo,Unit G,Radiocarbon (corrected),?,-4700,,,0,0,,,,,,,,,POINT (-38.82 176)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bc4,241070,Taupo,14536,Confirmed Eruption,4,,4 km WNW of Kohaiakahu Point,Unit H,Radiocarbon (corrected),?,-4100,,,0,0,,,,,,,,,POINT (-38.82 176)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bc5,241070,Taupo,14539,Confirmed Eruption,4,,4 km NW of Te Kohaiakahu Point,Unit K,Radiocarbon (corrected),,-3170,200,,0,0,,,,,,,,,POINT (-38.82 176)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bc6,241070,Taupo,14541,Confirmed Eruption,4,,5 km NW of Te Kohaiakahu Point,Unit M,Radiocarbon (corrected),?,-3070,,,0,0,,,,,,,,,POINT (-38.82 176)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bc7,241070,Taupo,14542,Confirmed Eruption,4,,5 km NW of Te Kohaiakahu Point,Unit N,Radiocarbon (corrected),?,-2900,,,0,0,,,,,,,,,POINT (-38.82 176)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bc8,241070,Taupo,14545,Confirmed Eruption,4,,3 km NW of Te Kohaiakahu Point,Unit Q,Radiocarbon (corrected),?,-2600,,,0,0,,,,,,,,,POINT (-38.82 176)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bc9,241070,Taupo,14547,Confirmed Eruption,6,,Horomatangi Reefs?,Unit S,Radiocarbon (corrected),,-1460,40,,0,0,,,,,,,,,POINT (-38.82 176)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bca,241070,Taupo,14549,Confirmed Eruption,4,,5 km NE of Motutaiko Island,Unit U,Radiocarbon (corrected),?,-1050,,,0,0,,,,,,,,,POINT (-38.82 176)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bcb,241070,Taupo,14550,Confirmed Eruption,4,+,4 km NW of Te Kohaiakahu Point,Unit V,Radiocarbon (corrected),,-1010,200,,0,0,,,,,,,,,POINT (-38.82 176)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bcc,241070,Taupo,14552,Confirmed Eruption,4,+,4 km NW of Te Kohaiakahu Point,Unit X,Radiocarbon (corrected),?,-200,,,0,0,,,,,,,,,POINT (-38.82 176)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bcd,241070,Taupo,14553,Confirmed Eruption,6,?,Horomatangi Reefs area,Unit Y,Radiocarbon (corrected),,233,13,,3,15,20,,,,,,,,POINT (-38.82 176)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bce,241080,Tongariro,14556,Confirmed Eruption,5,,Saddle Cone to Half Cone,,Tephrochronology,?,-9650,,,0,0,,,,,,,,,POINT (-39.157 175.632)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bcf,241080,Tongariro,14557,Confirmed Eruption,5,,Saddle cone area to Half Cone,,Radiocarbon (corrected),?,-9450,,,0,0,,,,,,,,,POINT (-39.157 175.632)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bd0,241080,Tongariro,14558,Confirmed Eruption,5,,Tama Lakes to Te Mari,,Tephrochronology,?,-9350,,,0,0,,,,,,,,,POINT (-39.157 175.632)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bd1,241080,Tongariro,14559,Confirmed Eruption,5,,Ngauruhoe and Red Crater,,Radiocarbon (uncorrected),,-550,200,,0,0,,,,,,,,,POINT (-39.157 175.632)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bd2,241100,Ruapehu,14608,Confirmed Eruption,4,,Upper north flank (Pinnacle Ridge),,Radiocarbon (uncorrected),<,-7840,,,0,0,,,,,,,,,POINT (-39.28 175.57)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bd3,242021,Macauley,14681,Confirmed Eruption,6,?,,Sandy Bay Tuff,Radiocarbon (uncorrected),,-4360,200,,0,0,,,,,,,,,POINT (-30.21 -178.475)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bd4,242030,Raoul Island,14684,Confirmed Eruption,4,,SE Raoul caldera,Matatirohia tephra,Radiocarbon (uncorrected),,-2000,100,,0,0,,,,,,,,,POINT (-29.27 -177.92)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bd5,242030,Raoul Island,14685,Confirmed Eruption,4,,SW part of Raoul caldera,Oneraki tephra,Radiocarbon (uncorrected),,-1200,150,,0,0,,,,,,,,,POINT (-29.27 -177.92)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bd6,242030,Raoul Island,14686,Confirmed Eruption,6,,Denham caldera,Fleetwood tephra,Radiocarbon (uncorrected),,-250,75,,0,0,,,,,,,,,POINT (-29.27 -177.92)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bd7,242030,Raoul Island,14688,Confirmed Eruption,4,,N flank Moumoukai volcano,Judith tephra,Tephrochronology,?,100,,,0,0,,,,,,,,,POINT (-29.27 -177.92)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bd8,242030,Raoul Island,14689,Confirmed Eruption,4,,S part Raoul Caldera,Raynor tephra,Tephrochronology,?,400,,,0,0,,,,,,,,,POINT (-29.27 -177.92)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bd9,242030,Raoul Island,14690,Confirmed Eruption,4,,Green Lake Pumice Crater,,Radiocarbon (uncorrected),?,550,,,0,0,,,,,,,,,POINT (-29.27 -177.92)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bda,242030,Raoul Island,14692,Confirmed Eruption,4,,Expedition Crater,,Tephrochronology,?,850,,,0,0,,,,,,,,,POINT (-29.27 -177.92)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bdb,242030,Raoul Island,14694,Confirmed Eruption,4,,Rangitahua Crater,,Radiocarbon (uncorrected),,1630,50,,0,0,,,,,,,,,POINT (-29.27 -177.92)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bdc,242030,Raoul Island,14695,Confirmed Eruption,4,,"Denham Bay?, Tui Lake Crater",,Radiocarbon (uncorrected),,1720,50,,0,0,,,,,,,,,POINT (-29.27 -177.92)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bdd,243100,Fonualei,14779,Confirmed Eruption,4,?,,,Historical Observations,,1846,,?,6,11,,,1846,,>,10,10,,POINT (-18.023 -174.317)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bde,243110,Niuafo'ou,14789,Confirmed Eruption,4,?,NE side of caldera,,Historical Observations,,1886,,,8,31,,,1886,,?,9,18,,POINT (-15.6 -175.63)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bdf,251020,Manam,14907,Confirmed Eruption,4,,"South Crater, Main Crater",,Historical Observations,,1919,,,8,11,,,,,,,,,POINT (-4.08 145.037)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1be0,251020,Manam,14934,Confirmed Eruption,4,?,"South Crater, Main Crater",,Historical Observations,,2004,,,10,24,,,2009,,?,12,12,,POINT (-4.08 145.037)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1be1,251030,Karkar,14936,Confirmed Eruption,4,C,,,Radiocarbon (uncorrected),,-7140,150,,0,0,,,,,,,,,POINT (-4.649 145.964)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1be2,251030,Karkar,14938,Confirmed Eruption,4,C,,,Radiocarbon (uncorrected),,520,100,,0,0,,,,,,,,,POINT (-4.649 145.964)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1be3,251030,Karkar,14939,Confirmed Eruption,4,P,,,Radiocarbon (uncorrected),?,730,,,0,0,,,,,,,,,POINT (-4.649 145.964)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1be4,251050,Long Island,14954,Confirmed Eruption,6,,,,Radiocarbon (uncorrected),,-2040,100,,0,0,,,,,,,,,POINT (-5.358 147.12)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1be5,251050,Long Island,14955,Confirmed Eruption,6,,,,Radiocarbon (uncorrected),,1660,20,,0,0,,,,,,,,,POINT (-5.358 147.12)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1be6,252040,Dakataua,15004,Confirmed Eruption,6,?,,Dk,Radiocarbon (uncorrected),,653,18,,,,,,,,,,,,POINT (-5.094 150.094)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1be7,252080,Witori,15011,Confirmed Eruption,6,?,,W-K1 tephra,Radiocarbon (corrected),,-4000,210,,,,,,,,,,,,POINT (-5.576 150.516)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1be8,252080,Witori,15012,Confirmed Eruption,6,,,W-K2 tephra,Radiocarbon (corrected),,-1370,160,,,,,,,,,,,,POINT (-5.576 150.516)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1be9,252080,Witori,15014,Confirmed Eruption,5,,,W-K3 tephra,Radiocarbon (corrected),,310,100,,0,0,,,,,,,,,POINT (-5.576 150.516)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bea,252080,Witori,15015,Confirmed Eruption,5,,,W-K4 tephra,Radiocarbon (corrected),,690,90,,,,,,,,,,,,POINT (-5.576 150.516)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1beb,252080,Witori,15016,Confirmed Eruption,6,,,W-G tephra,Radiocarbon (uncorrected),,710,75,,0,0,,,,,,,,,POINT (-5.576 150.516)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bec,252080,Witori,15020,Confirmed Eruption,4,P,,W-H4 tephra,Tephrochronology,?,1550,,,0,0,,,,,,,,,POINT (-5.576 150.516)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bed,252080,Witori,15022,Confirmed Eruption,4,P,,W-H6 tephra,Tephrochronology,?,1800,,,0,0,,,,,,,,,POINT (-5.576 150.516)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bee,252120,Ulawun,15063,Confirmed Eruption,4,,,,Historical Observations,,2000,,,9,28,,,2000,,,11,1,,POINT (-5.05 151.33)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bef,252130,Lolobau,15080,Confirmed Eruption,4,,Hulu,,Radiocarbon (uncorrected),,1100,30,,0,0,,,,,,,,,POINT (-4.92 151.158)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bf0,252130,Lolobau,15081,Confirmed Eruption,4,P,"East flank (Sili, Malo), Hulu ?",,Historical Observations,,1904,,,8,9,,,1905,,>,10,18,,POINT (-4.92 151.158)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bf1,252130,Lolobau,15083,Confirmed Eruption,4,,East flank (Sili),,Historical Observations,,1911,,,0,0,,,1912,,,0,0,,POINT (-4.92 151.158)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bf2,252140,Rabaul,15084,Confirmed Eruption,6,,,,Radiocarbon (corrected),,683,2,,,,,,,,,,,,POINT (-4.271 152.203)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bf3,252140,Rabaul,15090,Confirmed Eruption,4,?,Vulcan and Tavurvur,,Historical Observations,,1937,,,5,29,,,1937,,,6,2,,POINT (-4.271 152.203)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bf4,252140,Rabaul,15096,Confirmed Eruption,4,?,Tavurvur and Vulcan,,Historical Observations,,1994,,,9,19,,,1995,,,4,16,,POINT (-4.271 152.203)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bf5,252140,Rabaul,15100,Confirmed Eruption,4,?,Tavurvur,,Historical Observations,,2006,,,8,11,,,2010,,,1,31,,POINT (-4.271 152.203)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bf6,252150,Tavui,15102,Confirmed Eruption,5,,,Raluan Ignimbrite,Radiocarbon (corrected),,-4946,40,,,,,,,,,,,,POINT (-4.12 152.2)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bf7,253010,Lamington,15105,Confirmed Eruption,4,,,,Historical Observations,,1951,,,1,17,,,1956,,,7,2,182,POINT (-8.95 148.15)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bf8,255011,Billy Mitchell,15111,Confirmed Eruption,5,+,,,Radiocarbon (uncorrected),,1030,25,,0,0,,,,,,,,,POINT (-6.092 155.225)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bf9,255011,Billy Mitchell,15112,Confirmed Eruption,6,,,,Radiocarbon (uncorrected),,1580,20,,0,0,,,,,,,,,POINT (-6.092 155.225)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bfa,255020,Bagana,15128,Confirmed Eruption,4,,,,Historical Observations,,1952,,,2,29,,,1952,,,10,16,15,POINT (-6.137 155.196)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bfb,257040,Ambrym,15238,Confirmed Eruption,6,+,,,Radiocarbon (uncorrected),,50,100,,0,0,,,,,,,,,POINT (-16.25 168.12)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bfc,257040,Ambrym,15262,Confirmed Eruption,4,+,Benbow,,Historical Observations,,1950,,,12,6,,,1951,,,11,25,5,POINT (-16.25 168.12)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bfd,261270,Suoh,15579,Confirmed Eruption,4,,Pematang Bata,,Historical Observations,,1933,,,7,10,,,1933,,,8,5,,POINT (-5.25 104.27)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bfe,262000,Krakatau,15581,Confirmed Eruption,4,C,,,Historical Observations,,416,,,0,0,,,,,,,,,POINT (-6.102 105.423)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1bff,262000,Krakatau,15589,Confirmed Eruption,6,,"Krakatau Island (Perbuwatan, Danan)",,Historical Observations,,1883,,,5,20,,,1883,,?,10,21,,POINT (-6.102 105.423)
